id,Tweet,Subjectivity,Polarity,Target
1036,"Prostatecancer is the second most common cancer in men worldwide, which is why we’re striving to help transform t… ",0.333333333,0.066666667,Positive
1037,How do you design a trial to study the effects of a new therapeutic modality? Prof Li-Ming Gan explains the approac… ,0.454545455,0.136363636,Positive
1038,"Know the facts. Mutations in BRCA genes can increase the risk of breastcancer and ovariancancer, but also… ",0,0,Neutral
1039,"Published in , our scientists and collaborators describe DISCOVER-Seq, a novel technique to directl… ",0,0,Neutral
1040,2019 has seen some exciting research published by our scientists. Qing-Dong Wang discusses his publication in… ,0.8,0.3,Positive
1041,"DARPins, small antibody-like molecules, can help us examine biology inside a cell. In a publication in … ",0.4,-0.25,Negative
1042,Charles Brenton Huggins won the 1966 NobelPrize for Medicine by showing that the progression of prostatecancer co… ,0,0,Neutral
1043,"The causes of prostatecancer are not known exactly, but there are certain factors that can increase the risk of de… ",0.410714286,0.232142857,Positive
1044,"Early stage prostatecancer usually causes no symptoms, but more advanced prostate cancer can. With over 1.2 millio… ",0.4125,0.1875,Positive
1045,We are committed to our strong partnership with . The Affordability Program agreement allows eligible pati… ,0.733333333,0.433333333,Positive
1046,Nobel prize winner and director of the Francis Crick institute Paul Nurse says that the vast majority of scientists… ,1,0,Neutral
1047,The UK’s position as a hub for life sciences is built on an ecosystem which can attract the best global talent. The… ,0.15,0.5,Positive
1048,A team of volunteers from  carried out gardening tasks &amp; decorated internal rooms at The Willows Care Home…,0,0,Neutral
1049,Did you know that heart failure is NOT a heart attack? Heartfailure is a chronic condition when your heart does no… ,0.3,-0.316666667,Negative
1050,"Collaboration drives scientific advances. By working with leaders across disciplines, we can make meaningful change… ",0.5,0.5,Positive
1051,"Among myocardial infarction survivors, up to 20% may go on to have a subsequent cardiovascular event, including car… ",0.05,0,Neutral
1052,"In a new  paper with , we use Cryo-EM to determine the structure of a protein comple… ",0.454545455,0.136363636,Positive
1053,“No one should go through the horror of a second heart attack”. Find out how to reduce the risk at… ,0,0,Neutral
1054,"Lungcancer is the most common form of cancer worldwide, claiming nearly 1.8 million lives in 2018 alone. Ahead of… ",0.466666667,0.1,Positive
1055,"Of the 2.1 million lungcancer patients worldwide, 40% are diagnosed after the disease has spread beyond the lung,… ",0,0,Neutral
1056,Imagine a world where we can significantly delay disease progression or even prevent or eliminate disease. Here is… ,0.875,0.375,Positive
1057,"Congratulations to Kayisha Payne, Associate Scientist, for being nominated in the 2019 Black British Business Award… ",0.216666667,-0.083333333,Negative
1058,People who survive one heart attack may have up to a 1 in 5 chance of experiencing another cardiovascular event wit… ,0,0,Neutral
1059,ImmunoOncology and targetedtherapies are two approaches to prolong lungcancer survival. The LungAmbition Allian… ,0,0,Neutral
1060,Patients with reduced kidney function due to advanced chronic kidney disease may be at a higher risk for… ,0.491666667,0.175,Positive
1061,"RNA-Seq is 10 years old. In a new  paper,  reviews the key advances this technology has… ",0.551515152,0.078787879,Positive
1062,"Through our sustainability efforts, we’re working to improve the health of our patients, our people and our planet… ",0,0,Neutral
1063,We are joining leading companies that are playing a vital role in helping achieve the goals of ParisAgreement and… ,0.4,0.1,Positive
1064,"""We are here to change medicine."" Our CEO Pascal Soriot pauses during H1 2019 results to reflect on what drives us… ",0,0,Neutral
1065,We have just announced continued strong top-line performance in the first half of 2019 underpinning confidence in s… ,0.411111111,0.172222222,Positive
1066,"Chronic kidney disease is a progressive condition in which kidney function declines over time, with no cure. Hear… ",0,0,Neutral
1067,"We are at a critical moment in the fight against lungcancer. While we've seen extraordinary advances, lung cancer… ",0.9,0.166666667,Positive
1068,We are proud to announce our commitment to set ambitious ScienceBasedTargets that are aligned with limiting global… ,0.875,0.525,Positive
1069,The scale of the climate crisis is more visible than ever – and time is of the essence. That is why we are committe… ,0.5,0.5,Positive
1070,"After a lungcancer diagnosis, there is a wealth of informational and support resources available to patients and c… ",0.4,0.4,Positive
1071,"Our ongoing research is investigating the full continuum of care for chronic kidney disease patients, while invest… ",0.55,0.35,Positive
1072,Only 10% of all lungcancer patients survive up to five years after diagnosis. Broken down into the two main cancer… ,0.505555556,-0.097222222,Negative
1073,The lives of patients with both type2diabetes and kidneydisease could be shortened because the effects of one dis… ,0,0,Neutral
1074,"According to , air pollution has been recognised as a cause of premature deaths worldwide:… ",0,0,Neutral
1075,"The LungAmbition Alliance aims to increase lungcancer screening, deliver innovative medicine and improve quality… ",1,0.5,Positive
1076,We recognise that businesses need to do more to tackle climate change. That is why we are also a member of… ,0.5,0.5,Positive
1077,"By investing in electric vehicles and emissions-reduction initiatives, we can help reduce the burden of respiratory… ",0,0,Neutral
1078,"In 2018, 16 organisations with a charitable purpose around the world shared over $150,000 in Step Up! grants. If yo… ",0.8,0.75,Positive
1079,Businesses have a crucial role to play in driving the shift to clean transport. That’s why we’re proud to join… ,0.9,0.388888889,Positive
1080,"For most lungcancer patients, symptoms are easily overlooked – until the disease has reached an advanced stage. Sh… ",0.644444444,0.444444444,Positive
1081,"The LungAmbition Alliance is asking medical, scientific and advocacy communities to join us in our ambition to imp… ",0,0,Neutral
1082,"It is widely accepted that one disease can often impact another. Likewise, people with type2diabetes are almost 2x… ",0.4,-0.1,Negative
1083,"How do we aim to achieve leadership in metabolism, heart failure, cardiovascular disease and renal disease? Joris S… ",0.3,-0.316666667,Negative
1084,We aim to minimise greenhouse gas emissions along our value chain. We have transitioned 61% of our sites to renewab… ,0,0,Neutral
1085,"At diagnosis, patients with SCLC are grouped into two stages based on the location, size and spread of the cancer… ",0,0,Neutral
1086,How do you avoid a ‘winner-takes-all’ mindset and set the stage for a mutually beneficial collaboration from the st… ,0,0,Neutral
1087,Our Environmental Protection strategy demonstrates how we follow the science to protect the planet for future gener… ,0.125,0,Neutral
1088,Know the facts. Type2diabetes and heartfailure are connected. T2D is considered an independent risk factor for h… ,0.125,0,Neutral
1089,. is using an AstraZeneca Step Up! grant to bring awareness of NCDs to young people in Nairobi. Apply by… ,0.4,0.1,Positive
1090,"Congratulations to  Hospital, which was officially opened just now by Her Majesty The Queen. A new st… ",0.454545455,0.136363636,Positive
1091,"Today, at the occasion of the visit of the Governor of São Paulo State, João Doria , to Cambridge (UK), w… ",0,0,Neutral
1092,PlasticWaste is in the spotlight and switching to reusable packaging for clinical distribution made a huge differe… ,0.9,0.4,Positive
1093,"There are two main forms of lungcancer, defined by the size and shape of the tumour cells when viewed under a micr… ",0.333333333,0.166666667,Positive
1094,"Lungcancer is still the deadliest form of cancer, with 2.1 million people diagnosed worldwide each year. We want t… ",0,0,Neutral
1095,It was amazing and empowering to march at PrideInLondon with 500 colleagues from 8 organisations who together are… ,0.9,0.6,Positive
1096,"And some colleagues REALLY made an effort, FABULOUS 😊🌈🦄. PrideInLondon ProudScienceAlliance. Big thanks to… ",0.375,0.2,Positive
1097,Ready to March in PrideInLondon today with our AZPride LGBTQIA employee resource group and the… ,0.5,0.2,Positive
1098,"Tomorrow at LondonPride we march as members of the ProudScienceAlliance, a network of healthcare and life science… ",0,0,Neutral
